episode_number,done,out_of_lane,exceed_max_rot,crashed,overlap,n_passed,num_steps
144,True,False,False,True,[0.],0,19
145,True,False,False,True,[0.0434556],0,56
146,True,False,False,True,[0.0163077],0,49
147,False,False,False,False,[0.],1,91
148,False,False,False,False,[0.],1,91
149,True,True,False,False,[0.],0,37
150,False,False,False,False,[0.],1,91
151,False,False,False,False,[0.],1,91
152,True,False,False,True,[0.0016094],0,23
153,True,True,True,False,[0.],0,41
154,True,True,False,False,[0.],0,31
155,False,False,True,False,[0.],0,91
156,False,False,False,False,[0.],1,91
157,True,True,True,False,[0.],0,53
158,True,False,False,True,[0.00205668],0,47
159,True,False,False,True,[0.],0,42
160,False,False,False,False,[0.],1,91
161,False,False,False,False,[0.],1,91
162,True,False,False,True,[0.0210176],0,26
163,False,False,False,False,[0.],1,91
164,True,True,False,False,[0.],0,39
165,True,True,True,False,[0.],0,33
166,False,False,False,False,[0.],1,91
167,True,False,False,True,[0.0133886],0,43
168,False,False,False,False,[0.],1,91
169,True,False,False,True,[8.29185369e-05],0,23
170,True,True,True,False,[0.],0,30
171,True,True,True,False,[0.],1,74
172,True,False,False,True,[0.],0,27
173,True,True,True,False,[0.],0,35
174,True,False,True,False,[0.],1,46
175,True,False,True,True,[0.],0,30
176,False,False,False,False,[0.],1,91
177,True,False,False,True,[0.],0,19
178,True,False,False,False,[0.],1,61
179,True,True,True,False,[0.],0,33
180,True,False,False,True,[0.],0,22
181,True,True,True,False,[0.],0,34
182,True,True,True,False,[0.],0,28
183,False,False,False,False,[0.],1,91
184,True,False,False,True,[0.00073007],0,27
185,True,False,False,False,[0.],1,83
186,False,False,False,False,[0.],0,91
187,True,True,True,False,[0.],0,30
188,False,False,False,False,[0.],1,91
189,False,False,False,False,[0.],1,91
190,True,True,False,False,[0.],0,28
191,True,False,False,True,[0.02983508],0,43
192,False,False,False,False,[0.],1,91
193,False,False,False,False,[0.],1,91
194,False,False,False,False,[0.],1,91
195,False,False,False,False,[0.],1,91
196,True,True,True,False,[0.],0,34
197,False,False,False,False,[0.],1,91
198,False,False,False,False,[0.],1,91
199,False,False,False,False,[0.],1,91
200,True,False,False,True,[0.],0,26
201,True,True,True,False,[0.],0,38
202,True,True,True,False,[0.],0,34
203,False,False,False,False,[0.],1,91
204,True,False,False,False,[0.],1,54
205,True,False,False,True,[0.],0,33
206,True,True,True,False,[0.],0,35
207,True,False,False,False,[0.],1,51
208,True,True,False,False,[0.],0,38
209,False,False,False,False,[0.],1,91
210,True,True,False,False,[0.],0,36
211,False,False,False,False,[0.],1,91
212,False,False,False,False,[0.],1,91
213,False,False,False,False,[0.],1,91
214,False,False,False,False,[0.],1,91
215,True,True,True,False,[0.],0,32
216,False,False,False,False,[0.],1,91
217,True,False,False,True,[0.],0,19
218,False,False,False,False,[0.],1,91
219,False,False,False,False,[0.],1,91
220,False,False,False,False,[0.],1,91
221,False,False,False,False,[0.],0,91
222,False,False,False,False,[0.],1,91
223,True,False,True,True,[0.],0,28
224,False,False,False,False,[0.],1,91
225,False,False,False,False,[0.],1,91
226,True,False,False,True,[0.04474465],0,49
227,True,True,True,False,[0.],0,30
228,False,False,False,False,[0.],1,91
229,True,False,False,True,[0.],0,25
230,True,True,True,False,[0.],0,34
231,False,False,False,False,[0.],1,91
232,True,True,False,False,[0.],0,43
233,True,False,False,True,[0.],0,20
234,False,False,False,False,[0.],1,91
235,False,False,False,False,[0.],1,91
236,False,False,False,False,[0.],1,91
237,False,False,False,False,[0.],1,91
238,True,True,True,False,[0.],0,38
239,False,False,False,False,[0.],1,91
240,False,False,False,False,[0.],1,91
241,True,True,True,False,[0.],0,35
242,True,False,True,True,[0.],0,28
243,False,False,False,False,[0.],1,91
244,True,False,False,False,[0.],0,38
245,True,False,False,True,[0.],0,27
246,False,False,False,False,[0.],1,91
247,True,True,True,False,[0.],0,35
248,False,False,False,False,[0.],1,91
249,False,False,False,False,[0.],1,91
250,False,False,False,False,[0.],1,91
251,False,False,False,False,[0.],1,91
252,False,False,False,False,[0.],1,91
253,True,False,False,True,[0.00926706],0,29
254,True,False,True,True,[0.],0,20
255,False,False,False,False,[0.],1,91
256,True,True,True,False,[0.],0,30
257,True,True,False,False,[0.],0,35
258,True,False,False,False,[0.],0,38
259,False,False,False,False,[0.],1,91
260,True,True,True,False,[0.],0,34
261,True,False,False,False,[0.],0,38
262,True,False,False,True,[0.],0,17
263,False,False,False,False,[0.],0,91
264,False,False,False,False,[0.],1,91
265,True,False,False,True,[0.],0,23
266,True,True,True,False,[0.],0,29
267,True,True,False,False,[0.],1,77
268,False,False,False,False,[0.],1,91
269,True,True,False,False,[0.],0,38
270,False,False,False,False,[0.],1,91
271,False,False,False,False,[0.],1,91
272,True,True,False,False,[0.],0,38
273,True,True,True,False,[0.],0,42
274,True,True,True,False,[0.],0,20
275,True,True,True,False,[0.],0,37
276,True,False,False,True,[0.],0,21
277,True,True,True,False,[0.],0,34
278,False,False,False,False,[0.],1,91
279,True,True,False,False,[0.],0,37
280,False,False,False,False,[0.],1,91
281,False,False,False,False,[0.],1,91
282,True,False,True,True,[0.],0,30
283,False,False,False,False,[0.],1,91
284,True,False,True,True,[0.],0,29
285,False,False,False,False,[0.],1,91
286,True,False,False,True,[0.],0,26
287,True,True,True,False,[0.],0,35
288,False,False,False,False,[0.],1,91
289,True,False,True,True,[0.],0,24
290,True,True,False,False,[0.],0,38
291,False,False,False,False,[0.],1,91
292,False,False,False,False,[0.],1,91
293,False,False,False,False,[0.],1,91
294,False,False,False,False,[0.],1,91
295,False,False,False,False,[0.],1,91
296,True,True,True,False,[0.],0,32
297,False,False,False,False,[0.],1,91
298,False,False,False,False,[0.],1,91
299,True,True,False,False,[0.],0,40
